Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Instrument
509930,Supreme Industries Ltd.,SUPREMEIND,Supreme Industries Ltd,Active,A ,2.00,INE195A01028,Equity,,,,,
511196,Can Fin Homes Ltd.,CANFINHOME,Can Fin Homes Ltd,Active,A ,2.00,INE477A01020,Equity,,,,,
511218,Shriram Finance Limited,SHRIRAMFIN,Shriram Finance Ltd,Active,A ,2.00,INE721A01047,Equity,,,,,
511243,Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,Active,A ,2.00,INE121A01024,Equity,,,,,
512070,UPL Limited,UPL,UPL Ltd,Active,A ,2.00,INE628A01036,Equity,,,,,
512179,Sunteck Realty Ltd,SUNTECK,Sunteck Realty Ltd,Active,A ,1.00,INE805D01034,Equity,,,,,
512455,Lloyds Metals and Energy Limited,LLOYDSME,Lloyds Metals and Energy Ltd,Active,A ,1.00,INE281B01032,Equity,,,,,
512463,LLOYDS ENTERPRISES LIMITED,LLOYDSENT,Lloyds Enterprises Ltd,Active,A ,1.00,INE080I01025,Equity,,,,,
512573,Avanti Feeds ltd.,AVANTIFEED,Avanti Feeds Ltd-$,Active,A ,1.00,INE871C01038,Equity,,,,,
512599,Adani Enterprises Ltd.,ADANIENT,Adani Enterprises Ltd,Active,A ,1.00,INE423A01024,Equity,,,,,
513023,NAVA LIMITED,NAVA,Nava Ltd,Active,A ,1.00,INE725A01030,Equity,,,,,
513250,Jyoti Structures Ltd.,JYOTISTRUC,Jyoti Structures Ltd,Active,A ,2.00,INE197A01024,Equity,,,,,
513375,Carborundum Universal Ltd.,CARBORUNIV,Carborundum Universal Ltd,Active,A ,1.00,INE120A01034,Equity,,,,,
513377,MMTC Ltd.,MMTC,MMTC Ltd,Active,A ,1.00,INE123F01029,Equity,,,,,
513599,Hindustan Copper Ltd.,HINDCOPPER,Hindustan Copper Ltd,Active,A ,5.00,INE531E01026,Equity,,,,,
513683,NLC India Limited,NLCINDIA,NLC India Ltd,Active,A ,10.00,INE589A01014,Equity,,,,,
514162,WELSPUN LIVING LIMITED,WELSPUNLIV,Welspun Living Ltd,Active,A ,1.00,INE192B01031,Equity,,,,,
514167,Ganesha Ecosphere Limited,GANECOS,Ganesha Ecosphere Ltd,Active,A ,10.00,INE845D01014,Equity,,,,,
515030,Asahi India Glass Ltd.,ASAHIINDIA,Asahi India Glass Ltd,Active,A ,1.00,INE439A01020,Equity,,,,,
515055,Anant Raj Limited,ANANTRAJ,Anant Raj Ltd-$,Active,A ,2.00,INE242C01024,Equity,,,,,
517146,Usha Martin Ltd.,USHAMART,Usha Martin Ltd,Active,A ,1.00,INE228A01035,Equity,,,,,
517174,Honeywell Automation India Ltd.,HONAUT,Honeywell Automation India Ltd,Active,A ,10.00,INE671A01010,Equity,,,,,
517271,HBL ENGINEERING LIMITED,HBLENGINE,HBL Engineering Ltd-$,Active,A ,1.00,INE292B01021,Equity,,,,,
517334,Samvardhana Motherson International Limited,MOTHERSON,Samvardhana Motherson International Ltd,Active,A ,1.00,INE775A01035,Equity,,,,,
517354,Havells India Limited,HAVELLS,Havells India Ltd,Active,A ,1.00,INE176B01034,Equity,,,,,
517498,Websol Energy System Limited,WEBELSOLAR,Websol Energy System Ltd,Active,A ,1.00,INE855C01023,Equity,,,,,
517506,TTK Prestige Ltd.,TTKPRESTIG,TTK Prestige Ltd,Active,A ,1.00,INE690A01028,Equity,,,,,
517569,KEI Industries Ltd.,KEI,KEI Industries Ltd,Active,A ,2.00,INE878B01027,Equity,,,,,
519552,Heritage Foods Limited,HERITGFOOD,Heritage Foods Ltd,Active,A ,5.00,INE978A01027,Equity,,,,,
519600,CCL Products (India) Ltd.,CCL,CCL Products (India) Ltd,Active,A ,2.00,INE421D01022,Equity,,,,,
520056,TVS Holdings Limited,TVSHLTD,TVS Holdings Ltd,Active,A ,5.00,INE105A01035,Equity,,,,,
520111,Ratnamani Metals & Tubes Ltd,RATNAMANI,Ratnamani Metals & Tubes Ltd-$,Active,A ,2.00,INE703B01027,Equity,,,,,
520113,Vesuvius India Ltd.,VESUVIUS,Vesuvius India Ltd,Active,A ,1.00,INE386A01023,Equity,,,,,
