date,equity,regime,daily_pnl
2022-09-21,1183384.5928339988,BULLISH,-0.013681217868612094
2022-09-22,1182454.0037339989,BULLISH,-0.0007863792596550789
2022-09-23,1176935.1004323987,BULLISH,-0.004667330216796883
2022-09-26,1151566.7637831992,BULLISH,-0.021554575643023433
2022-09-27,1150554.754547199,BULLISH,-0.0008788107366658471
2022-09-28,1153624.087759199,SIDEWAYS,0.002667698516623851
2022-09-29,1149104.9599851992,SIDEWAYS,-0.003917331323046391
2022-09-30,1151666.715325199,BULLISH,0.002229348431350253
2022-10-03,1150382.7657251991,BULLISH,-0.001114862123663407
2022-10-04,1154757.314625199,BULLISH,0.003802689878826593
2022-10-06,1159667.2180251991,BULLISH,0.0042518920103951086
2022-10-07,1157969.618125199,BULLISH,-0.0014638681456313751
2022-10-10,1159338.0383251994,BULLISH,0.0011817410220276159
2022-10-11,1154987.887265599,BULLISH,-0.0037522714823405856
2022-10-12,1153178.135585599,BULLISH,-0.0015669010038577014
2022-10-13,1156188.9904855993,BULLISH,0.0026109191694578815
2022-10-14,1155174.2987215992,BULLISH,-0.0008776175628293359
2022-10-17,1160594.9990735992,BULLISH,0.004692538916420741
2022-10-18,1162059.6934735994,BULLISH,0.0012620202578585982
2022-10-19,1153611.547706799,BULLISH,-0.007269975728654066
2022-10-20,1149409.5219067992,BULLISH,-0.00364249630506297
2022-10-21,1156445.4877579992,BULLISH,0.006121374250952716
2022-10-24,1160945.6159579991,BULLISH,0.003891344855972756
2022-10-25,1167665.865457999,BULLISH,0.005788599748020484
2022-10-27,1175100.815157999,BULLISH,0.006367360663646515
2022-10-28,1165835.5549563994,BULLISH,-0.007884651327004555
2022-10-31,1164930.519756399,BULLISH,-0.0007762974770778586
2022-11-01,1163686.2671723992,BULLISH,-0.0010680916697590748
2022-11-02,1163605.0129795992,BULLISH,-6.982482744033458e-05
2022-11-03,1166589.795779599,BULLISH,0.002565116828052272
2022-11-04,1147139.2854971993,BULLISH,-0.01667296452683409
2022-11-07,1151981.1134971993,BULLISH,0.00422078474794918
2022-11-09,1154288.933834799,BULLISH,0.0020033491092521505
2022-11-10,1152070.075034799,BULLISH,-0.0019222733017361104
2022-11-11,1141149.678386399,BULLISH,-0.00947893438519365
2022-11-14,1143401.8733863991,BULLISH,0.0019736192741908187
2022-11-15,1141934.5107863992,BULLISH,-0.0012833305893176217
2022-11-16,1129635.7297103992,BULLISH,-0.010770128198972162
2022-11-17,1129713.5741103992,BULLISH,6.891106394091295e-05
